Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
188,"Elbow - Left, 2 views (X-ray)","","elbow - left, 2 views (x-ray)
Elbow - Left, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
189,"Hand - Right, 2 views (X-ray)","","hand - right, 2 views (x-ray)
Hand - Right, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
190,"Wrist - Left, 2 views (X-ray)","","Wrist - Left, 2 views (X-ray)
wrist - left, 2 views (x-ray)","","","Radiology","Text","Super Man","Super User"
191,"Elbow - Right, 2 views (X-ray)","","Elbow - Right, 2 views (X-ray)
elbow - right, 2 views (x-ray)","","","Radiology","Text","Super Man","Super User"
192,"Wrist - Right, 2 views (X-ray)","","Wrist - Right, 2 views (X-ray)
wrist - right, 2 views (x-ray)","","","Radiology","Text","Super Man","Super User"
193,"Femur - Right, 2 views (X-ray)","","femur - right, 2 views (x-ray)
Femur - Right, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
194,"Forearm - Left, 2 views (X-ray)","","forearm - left, 2 views (x-ray)
Forearm - Left, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
195,"Humerus - Left, 2 views (X-ray)","","humerus - left, 2 views (x-ray)
Humerus - Left, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
196,"Lumbar spine, 2 or 3 views (X-ray)","","Lumbar spine, 2 or 3 views (X-ray)
lumbar spine, 2 or 3 views (x-ray)","","","Radiology","Text","Super Man","Super User"
197,"Forearm - Right, 2 views (X-ray)","","forearm - right, 2 views (x-ray)
Forearm - Right, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
198,"Shoulder","","shoulder
Shoulder","","Clavicle - Left, 2 views (X-ray)
Shoulder - Left, 2 views (X-ray)
Shoulder - Right, 2 views (X-ray)
Clavicle - Right, 2 views (X-ray)
Acromioclavicular joints - Bilateral (X-ray)","ConvSet","N/A","Super Man","Super User"
199,"Clavicle - Left, 2 views (X-ray)","","clavicle - left, 2 views (x-ray)
Clavicle - Left, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
200,"Humerus - Right, 2 views (X-ray)","","humerus - right, 2 views (x-ray)
Humerus - Right, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
201,"Shoulder - Left, 2 views (X-ray)","","Shoulder - Left, 2 views (X-ray)
shoulder - left, 2 views (x-ray)","","","Radiology","Text","Super Man","Super User"
202,"Shoulder - Right, 2 views (X-ray)","","shoulder - right, 2 views (x-ray)
Shoulder - Right, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
203,"Lower leg - Left, 2 views (X-ray)","","Lower leg - Left, 2 views (X-ray)
lower leg - left, 2 views (x-ray)","","","Radiology","Text","Super Man","Super User"
204,"Calcaneus - Left, 2 views (X-ray)","","Calcaneus - Left, 2 views (X-ray)
calcaneus - left, 2 views (x-ray)","","","Radiology","Text","Super Man","Super User"
205,"Thoracic spine, 2 views (X-ray)","","thoracic spine, 2 views (x-ray)
Thoracic spine, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
206,"Clavicle - Right, 2 views (X-ray)","","clavicle - right, 2 views (x-ray)
Clavicle - Right, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
207,"Lower leg - Right, 2 views (X-ray)","","lower leg - right, 2 views (x-ray)
Lower leg - Right, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
208,"Calcaneus - Right, 2 views (X-ray)","","calcaneus - right, 2 views (x-ray)
Calcaneus - Right, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
209,"Cervical spine, 2 or 3 views (X-ray)","","cervical spine, 2 or 3 views (x-ray)
Cervical spine, 2 or 3 views (X-ray)","","","Radiology","Text","Super Man","Super User"
210,"Thoracic and lumbar spine, 2 views (X-ray)","","thoracic and lumbar spine, 2 views (x-ray)
Thoracic and lumbar spine, 2 views (X-ray)","","","Radiology","Text","Super Man","Super User"
211,"Face","","Face
face","","Sinuses, 3 views (X-ray)
Facial bones, 3 views (X-ray)
Mandible panorex (X-ray)
Temporomandibular joint, bilateral (XRay)","ConvSet","N/A","Super Man","Super User"
212,"Sinuses, 3 views (X-ray)","","Sinuses, 3 views (X-ray)
sinuses, 3 views (x-ray)","","","Radiology","Text","Super Man","Super User"
213,"Facial bones, 3 views (X-ray)","","Facial bones, 3 views (X-ray)
facial bones, 3 views (x-ray)","","","Radiology","Text","Super Man","Super User"
214,"Head","","head
Head","","Skull, 4 views (X-ray)
HEAD Mandible PA
HEAD Mandible AP
HEAD Nose lateral
HEAD Sinus and face lateral
HEAD Skull lateral
HEAD Skull semiaxial (Towne’s)
HEAD Skull AP
HEAD Skull PA
Skull, 2 views (X-ray)
HEAD Mandible oblique lateral","ConvSet","N/A","Super Man","Super User"
215,"Skull, 4 views (X-ray)","","Skull, 4 views (X-ray)
skull, 4 views (x-ray)","","","Radiology","Text","Super Man","Super User"
216,"Chest, 4 views (X-ray)","","Chest, 4 views (X-ray)
chest, 4 views (x-ray)","","","Radiology","Text","Super Man","Super User"
217,"Mandible panorex (X-ray)","","Mandible panorex (X-ray)
mandible panorex (x-ray)","","","Radiology","Text","Super Man","Super User"
218,"Chest lordotic (X-ray)","","Chest lordotic (X-ray)
chest lordotic (x-ray)","","","Radiology","Text","Super Man","Super User"
219,"Chest oblique - Bilateral (X-ray)","","chest oblique - bilateral (x-ray)
Chest oblique - Bilateral (X-ray)","","","Radiology","Text","Super Man","Super User"
220,"Other Radiology","","Other Radiology
other","","Kidney retrograde pyelogram (X-ray)
CT
MRI","ConvSet","N/A","Super Man","Super User"
221,"Kidney retrograde pyelogram (X-ray)","","Kidney retrograde pyelogram (X-ray)
kidney retrograde pyelogram (x-ray)","","","Radiology","Text","Super Man","Super User"
222,"Acromioclavicular joints - Bilateral (X-ray)","","Acromioclavicular joints - Bilateral (X-ray)
acromioclavicular joints - bilateral (x-ray)","","","Radiology","Text","Super Man","Super User"
223,"Abdomen AP (supine and lateraldecubitus) (X-ray)","","abdomen ap (supine and lateraldecubitus) (x-ray)
Abdomen AP (supine and lateraldecubitus) (X-ray)","","","Radiology","Text","Super Man","Super User"
224,"Ankle - Left, 3 views (X-ray)","","ankle - left, 3 views (x-ray)
Ankle - Left, 3 views (X-ray)","","","Radiology","Text","Super Man","Super User"
225,"Ankle - Right, 3 views (X-ray)","","ankle - right, 3 views (x-ray)
Ankle - Right, 3 views (X-ray)","","","Radiology","Text","Super Man","Super User"
226,"Neck","","Neck
neck","","Neck soft tissue (X-ray)","ConvSet","N/A","Super Man","Super User"
227,"Neck soft tissue (X-ray)","","Neck soft tissue (X-ray)
neck soft tissue (x-ray)","","","Radiology","Text","Super Man","Super User"
228,"Temporomandibular joint, bilateral (XRay)","","Temporomandibular joint, bilateral (XRay)
temporomandibular joint, bilateral (xray)","","","Radiology","Text","Super Man","Super User"
229,"Skull, 2 views (X-ray)","","Skull, 2 views (X-ray)
skull, 2 views (x-ray)","","","Radiology","Text","Super Man","Super User"
230,"Endoscopy","","endoscopy
Endoscopy","","Anoscopy
Bronchoscopy
Colonoscopy
Cystoscopy
Esophagogastroduodenoscopy (EGD)
Enteroscopy
Endoscopic retrograde cholangiopancreatography (ERCP)
Laparoscopy
Sigmoidoscopy","ConvSet","N/A","Super User","Super User"
231,"Advanced Procedure","","Advanced Procedure
advanced procedure","","Anoscopy
Bronchoscopy
Colonoscopy
Cystoscopy","ConvSet","N/A","Super User","Super User"
232,"Anoscopy","","Anoscopy
anoscopy","","","Test","Text","Super User","Super User"
233,"Bronchoscopy","","Bronchoscopy
bronchoscopy","","","Test","Text","Super User","Super User"
234,"Colonoscopy","","colonoscopy
Colonoscopy","","","Test","Text","Super User","Super User"
235,"Cystoscopy","","Cystoscopy
cystoscopy","","","Test","Text","Super User","Super User"
236,"Normal Procedure","","normal procedure
Normal Procedure","","Esophagogastroduodenoscopy (EGD)
Enteroscopy
Endoscopic retrograde cholangiopancreatography (ERCP)
Laparoscopy
Sigmoidoscopy","ConvSet","N/A","Super User","Super User"
237,"Esophagogastroduodenoscopy (EGD)","","esophagogastroduodenoscopy (egd)
Esophagogastroduodenoscopy (EGD)","","","Test","Text","Super User","Super User"
238,"Enteroscopy","","Enteroscopy
enteroscopy","","","Test","Text","Super User","Super User"
239,"Endoscopic retrograde cholangiopancreatography (ERCP)","","endoscopic retrograde cholangiopancreatography (ercp)
Endoscopic retrograde cholangiopancreatography (ERCP)","","","Test","Text","Super User","Super User"
240,"Laparoscopy","","Laparoscopy
laparoscopy","","","Test","Text","Super User","Super User"
241,"Sigmoidoscopy","","Sigmoidoscopy
sigmoidoscopy","","","Test","Text","Super User","Super User"
242,"ARM Clavicle AP","","arm clavicle ap
ARM Clavicle AP","","","Radiology","Text","Super Man","Super User"
243,"ARM Scapula AP","","arm scapula ap
ARM Scapula AP","","","Radiology","Text","Super Man","Super User"
244,"ARM Scapula Lateral","","ARM Scapula Lateral
arm scapula lateral","","","Radiology","Text","Super Man","Super User"
245,"ARM Shoulder AP","","ARM Shoulder AP
arm shoulder ap","","","Radiology","Text","Super Man","Super User"
246,"ARM Shoulder Axial","","arm shoulder axial
ARM Shoulder Axial","","","Radiology","Text","Super Man","Super User"
247,"ARM Humerus AP","","arm humerus ap
ARM Humerus AP","","","Radiology","Text","Super Man","Super User"
248,"ARM Humerus Lateral","","arm humerus lateral
ARM Humerus Lateral","","","Radiology","Text","Super Man","Super User"
249,"ARM Elbow AP","","arm elbow ap
ARM Elbow AP","","","Radiology","Text","Super Man","Super User"
250,"ARM Elbow Lateral","","ARM Elbow Lateral
arm elbow lateral","","","Radiology","Text","Super Man","Super User"
251,"ARM Forearm AP","","arm forearm ap
ARM Forearm AP","","","Radiology","Text","Super Man","Super User"
252,"ARM Forearm Lateral","","ARM Forearm Lateral
arm forearm lateral","","","Radiology","Text","Super Man","Super User"
253,"ARM Wrist PA","","ARM Wrist PA
arm wrist pa","","","Radiology","Text","Super Man","Super User"
254,"ARM Wrist AP","","arm wrist ap
ARM Wrist AP","","","Radiology","Text","Super Man","Super User"
255,"ARM Wrist Lateral","","arm wrist lateral
ARM Wrist Lateral","","","Radiology","Text","Super Man","Super User"
256,"ARM Scaphoid","","ARM Scaphoid
arm scaphoid","","","Radiology","Text","Super Man","Super User"
257,"ARM Hand AP","","arm hand ap
ARM Hand AP","","","Radiology","Text","Super Man","Super User"
258,"ARM Hand oblique","","ARM Hand oblique
arm hand oblique","","","Radiology","Text","Super Man","Super User"
259,"ARM Finger lateral","","arm finger lateral
ARM Finger lateral","","","Radiology","Text","Super Man","Super User"
260,"LEG Pelvis","","LEG Pelvis
leg pelvis","","","Radiology","Text","Super Man","Super User"
261,"LEG Hip joint AP","","leg hip joint ap
LEG Hip joint AP","","","Radiology","Text","Super Man","Super User"
262,"LEG Hip joint Lateral","","leg hip joint lateral
LEG Hip joint Lateral","","","Radiology","Text","Super Man","Super User"
263,"LEG Femur AP","","LEG Femur AP
leg femur ap","","","Radiology","Text","Super Man","Super User"
264,"LEG Femur Lateral","","leg femur lateral
LEG Femur Lateral","","","Radiology","Text","Super Man","Super User"
265,"LEG Knee AP","","LEG Knee AP
leg knee ap","","","Radiology","Text","Super Man","Super User"
266,"LEG Knee lateral","","leg knee lateral
LEG Knee lateral","","","Radiology","Text","Super Man","Super User"
267,"LEG Lower leg including knee","","LEG Lower leg including knee
leg lower leg including knee","","","Radiology","Text","Super Man","Super User"
268,"LEG Lower leg including ankle","","LEG Lower leg including ankle
leg lower leg including ankle","","","Radiology","Text","Super Man","Super User"
269,"LEG Ankle joint","","leg ankle joint
LEG Ankle joint","","","Radiology","Text","Super Man","Super User"
270,"LEG Foot AP","","LEG Foot AP
leg foot ap","","","Radiology","Text","Super Man","Super User"
271,"LEG Foot oblique","","LEG Foot oblique
leg foot oblique","","","Radiology","Text","Super Man","Super User"
272,"LEG Foot lateral","","LEG Foot lateral
leg foot lateral","","","Radiology","Text","Super Man","Super User"
273,"CHEST PA","","chest pa
CHEST PA","","","Radiology","Text","Super Man","Super User"
274,"CHEST Lateral","","chest lateral
CHEST Lateral","","","Radiology","Text","Super Man","Super User"
275,"CHEST AP","","chest ap
CHEST AP","","","Radiology","Text","Super Man","Super User"
276,"CHEST apical lordotic","","CHEST apical lordotic
chest apical lordotic","","","Radiology","Text","Super Man","Super User"
277,"ABDOMEN AP Supine","","abdomen ap supine
ABDOMEN AP Supine","","","Radiology","Text","Super Man","Super User"
278,"ABDOMEN PA/AP standing erect","","abdomen pa/ap standing erect
ABDOMEN PA/AP standing erect","","","Radiology","Text","Super Man","Super User"
279,"ABDOMEN lateral decubitus","","abdomen lateral decubitus
ABDOMEN lateral decubitus","","","Radiology","Text","Super Man","Super User"
280,"ABDOMEN supine urography","","abdomen supine urography
ABDOMEN supine urography","","","Radiology","Text","Super Man","Super User"
281,"ABDOMEN urinary bladder","","abdomen urinary bladder
ABDOMEN urinary bladder","","","Radiology","Text","Super Man","Super User"
282,"HEAD Skull PA","","HEAD Skull PA
head skull pa","","","Radiology","Text","Super Man","Super User"
283,"HEAD Skull AP","","head skull ap
HEAD Skull AP","","","Radiology","Text","Super Man","Super User"
284,"HEAD Skull semiaxial (Towne’s)","","HEAD Skull semiaxial (Towne’s)
head skull semiaxial (towne’s)","","","Radiology","Text","Super Man","Super User"
285,"HEAD Skull lateral","","head skull lateral
HEAD Skull lateral","","","Radiology","Text","Super Man","Super User"
286,"HEAD Sinus and face lateral","","HEAD Sinus and face lateral
head sinus and face lateral","","","Radiology","Text","Super Man","Super User"
287,"HEAD Nose lateral","","head nose lateral
HEAD Nose lateral","","","Radiology","Text","Super Man","Super User"
288,"HEAD Mandible AP","","HEAD Mandible AP
head mandible ap","","","Radiology","Text","Super Man","Super User"
289,"HEAD Mandible PA","","head mandible pa
HEAD Mandible PA","","","Radiology","Text","Super Man","Super User"
290,"HEAD Mandible oblique lateral","","HEAD Mandible oblique lateral
head mandible oblique lateral","","","Radiology","Text","Super Man","Super User"
291,"SPINE Cervical AP/PA","","SPINE Cervical AP/PA
spine cervical ap/pa","","","Radiology","Text","Super Man","Super User"
292,"SPINE Cervical Lateral","","spine cervical lateral
SPINE Cervical Lateral","","","Radiology","Text","Super Man","Super User"
293,"SPINE Thoracic AP/PA","","SPINE Thoracic AP/PA
spine thoracic ap/pa","","","Radiology","Text","Super Man","Super User"
294,"SPINE Thoracic Lateral","","SPINE Thoracic Lateral
spine thoracic lateral","","","Radiology","Text","Super Man","Super User"
295,"SPINE Lumbo-sacral AP/PA","","spine lumbo-sacral ap/pa
SPINE Lumbo-sacral AP/PA","","","Radiology","Text","Super Man","Super User"
296,"SPINE Lumbo-sacral Lateral","","spine lumbo-sacral lateral
SPINE Lumbo-sacral Lateral","","","Radiology","Text","Super Man","Super User"
297,"Special X Rays","","special x rays
Special X Rays","","BARIUM STUDY Barium swallow
BARIUM STUDY Barium meal
BARIUM STUDY Barium Enema
RGU
KUB","ConvSet","N/A","Super Man","Super User"
298,"BARIUM STUDY Barium swallow","","barium study barium swallow
BARIUM STUDY Barium swallow","","","Radiology","Text","Super Man","Super User"
299,"BARIUM STUDY Barium meal","","BARIUM STUDY Barium meal
barium study barium meal","","","Radiology","Text","Super Man","Super User"
300,"BARIUM STUDY Barium Enema","","barium study barium enema
BARIUM STUDY Barium Enema","","","Radiology","Text","Super Man","Super User"
301,"RGU","","RGU
rgu","","","Radiology","Text","Super Man","Super User"
302,"KUB","","KUB
kub","","","Radiology","Text","Super Man","Super User"
303,"CT","","CT
ct","","","Radiology","Text","Super Man","Super User"
304,"MRI","","MRI
mri","","","Radiology","Text","Super Man","Super User"
305,"Fee Information","","Fee Information
Fee Information","","REGISTRATION FEES
COMMENTS","ConvSet","N/A","Super User","Super User"
306,"Posture","","Posture
Posture","Sitting
Supine","","Misc","Coded","Super User","Super User"
307,"Sitting","","Sitting
Sitting","","","Misc","N/A","Super User","Super User"
308,"Supine","","Supine
Supine","","","Misc","N/A","Super User","Super User"
309,"Obstetrics","","Obstetrics
Obstetrics","","P/A (PER ABDOMEN)
Amount of Liquor","Misc","N/A","Super User","Super User"
310,"P/A (PER ABDOMEN)","","P/A (PER ABDOMEN)
P/A (PER ABDOMEN)","","Fundal Height (Weeks)
P/A Presenting Part
FHS
LMP","ConvSet","N/A","Super User","Super User"
311,"Fundal Height (Weeks)","","Fundal Height (Weeks)
Fundal Height (Weeks)","","","Misc","Numeric","Super User","Super User"
312,"P/A Presenting Part","","P/A Presenting Part
P/A Presenting Part","Transverse
Breech
Cephalic","","Misc","Coded","Super User","Super User"
313,"Cephalic","desc Cephalic","Cephalic
Cephalic","","","Misc","N/A","Super User","Super User"
314,"Breech","desc Breech","Breech
Breech","","","Misc","N/A","Super User","Super User"
315,"Transverse","","Transverse
Transverse","","","Misc","N/A","Super User","Super User"
316,"FHS","","FHS
FHS","Present
Absent","","Misc","Coded","Super User","Super User"
317,"Present","desc Present","Present
Present","","","Misc","N/A","Super User","Super User"
318,"Absent","desc Absent","Absent
Absent","","","Misc","N/A","Super User","Super User"
